"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址","公司網站內公司治理資訊專區網址"
"1471","首利實業股份有限公司","首利","電子零組件業","－","新北市五股區五權七路18號3樓","	07699023","鄭傑","鄭翔","邱志偉","總經理特助","林大鈞","(02)2299-1907","1982/10/21","2000/03/06",新台幣                 10.0000元,1504145360,150414536,5000000,0,合併,每年,董事會,"福邦證券股份有限公司股務代理部","(02)23711658","臺北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","吳仁杰","胡智華","SL","3F,NO.18 Wu Chun 7 Rd.,Wu Gu Industry AreaWu Gu Shiang,Taipei,Taiwan,R.O.C","(02)2290-1974","sales@soly-tech.com","www.soly-tech.com","邱志偉","總經理特助","(02)2299-1907","David_chiou@soly-tech.com","www.soly-tech.com/stakeholders.htm","www.soly-tech.com/investors_4/1.htm"
"1472","三洋實業股份有限公司","三洋實業","建材營造","－","高雄市大社區嘉保路360號","	07029919","蔣玉蓮","徐正哲","徐正哲","總經理","陳淑瑩","07-3560666","1968/10/07","2000/09/11",新台幣                 10.0000元,524880820,52488082,17500000,0,合併,每年,股東會,"凱基證券股務代理部","02-23892999","台北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","陳珍麗","陳秀雯","TRIOCEAN","No.360 Jiabao RoadDashe Dist., Kaohsiung City 815006","07-356-1256","admin@triocean.com.tw","triocean.com.tw","徐正哲","總經理","07-356-0666","spokesman@triocean.com.tw","https://reurl.cc/MjMnXL","https://reurl.cc/qGY8Yy"
"1473","台南企業股份有限公司","台南","紡織纖維","－","台南市歸仁區中山路三段320號","	68919702","楊青&#23791;","蘇炯忠","吳建德","財務長","蔡承志","06-2307911","1961/08/26","2000/09/11",新台幣                 10.0000元,1461535340,146153534,0,0,合併,每年,股東會,"元大證券(股)公司股務代理部","02-25865859","臺北市大安區敦化南路2段67號地下一樓","資誠聯合會計師事務所","田中玉","徐惠榆","TAINAN","320 Sec.3,Chung Shan Road,Kuei JenHsiang,Tainan Hsien Taiwan R.O.C","06-2300112","contact@tai-nan.com","https://www.tai-nan.com/","蔡承志","資深經理","02-23916421-197","warren_tsai@tai-nan.com","https://www.tai-nan.com/stakeholder-survey.php","https://www.tai-nan.com/manage-board.php"
"1474","弘裕企業股份有限公司","弘裕","紡織纖維","－","彰化縣伸港鄉全興工業區工西一路60號","	58003997","葉博宇","郭正沛","徐為芳","經理","葉博宇","04-7994888","1970/09/04","2000/10/31",新台幣                 10.0000元,1298969690,129896969,0,0,合併,每年,股東會,"富邦綜合證券股份有限公司","02-23611300","台北市許昌街17號2樓","資誠聯合會計師事務所","劉美蘭","吳松源","HONMYUE","NO.60 KUNG HSI 1 RD.,HSI TI VILLAGESHEN KANG HSIANG,CHANG HWA HSIEN,TAIWAN.","04-7994252","list1474@honmyue.com.tw","http://www.textile-hy.com.tw","徐為芳","經理","04-7994888#101","hsu@honmyue.com.tw","http://www.textile-hy.com.tw/§Q?`???Y?H.htm","http://www.textile-hy.com.tw/???q?v?z.htm"
"1475","台灣業旺股份有限公司","業旺","紡織纖維","－","台北市中正區北平東路36號8樓","	23912057","陳清土","陳坤木","陳清土","董事長","楊景喬","03-2756558","1990/11/02","2000/10/27",新台幣                 10.0000元,660167490,66016749,0,0,合併,每年,董事會,"福邦證券股份有限公司","02-2371-1658","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","楊蕙慈","張淑瓊","BIG SUNSHINE","No. 36, Beiping E. Rd., Zhongzheng Dist., Taipei City 100009, Taiwan (R.O.C.)Taipei City 100009, Taiwan (R.O.C.)","02-23217892","contact@big-sunshine.com.tw","http://www.big-sunshine.com.tw","楊景喬","財務主管及代理發言人","03-2756558","contact@big-sunshine.com.tw","http://www.big-sunshine.com.tw","http://www.big-sunshine.com.tw"
"1476","儒鴻企業股份有限公司","儒鴻","紡織纖維","－","新北市新莊區中央路738號","	35884479","王樹文","洪瑞廷","林芬如","財務會計部副總經理","洪瑞廷","(02)2299-6000","1977/11/28","2001/04/18",新台幣                 10.0000元,2743671110,274367111,0,0,合併,每年,董事會,"元大證券股份有限公司","(02)2586-5859","臺北市大安區敦化南路二段67號地下一樓","安侯建業聯合會計師事務所","寇惠植","郭欣頤","ECLAT","No. 738, Zhongyang Rd., Xinzhuang Dist.New Taipei City, Taiwan","(02)2299-5483","services@eclat.com.tw","http://www.eclat.com.tw","林芬如","發言人暨財務會計部副總經理","(02)2299-6000","tiffanylin@eclat.com.tw","http://www.eclat.com.tw/zh-tw/investors/","https://www.eclat.com.tw/zh-tw/investors/governance/"
"1477","聚陽實業股份有限公司","聚陽","紡織纖維","－","台北市忠孝東路四段550號8樓","	23609668","周理平","周心鵬","林恆宇","協理","&#28201;玉岑","23455588","1990/01/10","2003/01/21",新台幣                 10.0000元,2466937130,246693713,0,0,合併,每半會計年度,董事會,"凱基證券股份有限公司","23892999","台北市重慶南路一段二號五樓","安侯建業聯合會計師事務所","陳蓓琪","于紀隆","Makalot　　","8F., 550, Sec. 4, Zhongxiao E. Rd.,Taipei City 110, Taiwan, R.O.C.","23455590","pr@makalot.com.tw","www.makalot.com.tw","黃仲傑","IR經理","02-23455588","pr@makalot.com.tw","https://www.makalot.com.tw/contact-us","https://www.makalot.com.tw/investor/corporate-governance/structure"
"1503","士林電機廠股份有限公司","士電","電機機械","－","台北市士林區中山北路六段88號16樓","	11039306","許育瑞","郭約瑟、程相智","李盈助","副總經理","郭約瑟、程相智、朱汶彬","02-2834-2662","1955/11/03","1969/12/15",新台幣                 10.0000元,5209722230,520972223,0,0,合併,每年,股東會,"中國信託商業銀行 代理部","(02)6636-5566","台北市中正區重慶南路一段83號5樓","勤業眾信聯合會計師事務所","黃堯麟","莊業偉","SEEC","FL.16, NO.88, SEC.6, CHUNG SHAN N. RDTAIPEI, TAIWAN, R.O.C.","02-2836-6187","fnd@seec.com.tw","www.seec.com.tw","李盈助","副總經理","02-2834-2662","ahkem@seec.com.tw","https://www.seec.com.tw/Content/Messagess/contents.aspx?SiteID=10&MmmID=1307577075012432241","https://www.seec.com.tw/Content/Messagess/contents.aspx?SiteID=10&MmmID=655617024606727412"
"1504","東元電機股份有限公司","東元","電機機械","－","臺北市南港區三重路19-9號5樓","	11332202","利明&#29486;","高飛鳶","簡世雄","處長","暫缺","2655-3333","1956/06/12","1973/11/05",新台幣                 10.0000元,23764406840,2376440684,0,0,合併,每年,董事會,"台新證券股務代理部","02-25048125","台北市中山區建國北路一段９６號地下一樓","資誠聯合會計師事務所","涂展源","徐聖忠","TECO","5F, NO.19-9,SAN CHONG RD. NAN-KANGTAIPEI TAIWAN","2655-2291","ir@teco.com.tw","http://www.teco.com.tw","簡世雄","處長","02-2655-3333","ir@teco.com.tw","https://www.teco.com.tw/esg/?gid=1&nid=919","https://www.teco.com.tw/zh-tw/about/management-team-and-internal/"
"1506","正道工業股份有限公司","正道","電機機械","－","台南市仁德區大甲里中正西路1015號","	68193807","謝麗雲","羅仕溢","羅仕溢","總經理","黃俊達","06-266 4101","1965/03/13","1980/08/11",新台幣                 10.0000元,3003885010,300388501,166000000,0,合併,每年,股東會,"元大證券股份有限公司","02-2586 5859","臺北市大安區敦化南路2段67號地下一樓","勤業眾信聯合會計師事務所","李季珍","吳長駿","RIGHT WAY","No. 1015, ZHONGZHENG W. RD., RENDE DIST.,TAINAN CITY,TAIWAN R.O.C.","06-266 4374","Don.Huang@rightway.tw","http://www.rightway.com.tw","黃俊達","協理","06-2664101#1688","Don.Huang@rightway.tw","https://www.rightway.com.tw/index.php?temp=investor&lang=cht","https://www.rightway.com.tw/index.php?option=module&lang=cht&task=showlist&id=612&index=2"
"1512","瑞利企業股份有限公司","瑞利","汽車工業","－","高雄市仁武區高楠公路廿二號","	85330636","吳明燦","林維輝","林維輝","總經理","徐巧玶","07-3438301","1970/06/18","1994/01/28",新台幣                 10.0000元,981834980,98183498,32669876,0,合併,每年,股東會,"群益金鼎證券股份有限公司","02-2703-5000","台北市敦化南路二段九十七號地下二樓","資誠聯合會計師事務所","王玉娟","徐建業","JL","NO.22 KAONAN ROAD.JENWU DIST KAOHSIUNG ,TAIWAN","07-3425116","irenehsu@juili.com.tw","http://www.juili.com.tw","徐巧玶","代理發言人","07-3438301","irenehsu@juili.com.tw","http://www.juili.com.tw/c/inv_6.htm","http://esg.twse.com.tw"
"1513","中興電工機械股份有限公司","中興電","電機機械","－","新北市中和區中正路801號3樓","	33029464","江馥年","郭慧娟","郭慧娟","總經理","賴靜鳳","(03)3284170","1956/05/01","1994/03/08",新台幣                 10.0000元,5031125150,503112515,0,0,合併,每年,股東會,"凱基證券股份有限公司","(02)2389-2999","台北市重慶南路一段2號5樓","國富浩華聯合會計師事務所","林春枝","張亞荃","CHEM","NO.25,Wende Rd.,Guishan Dist.,Taoyuan City 33383,Taiwan (R.O.C.)Taoyuan City,Taiwan (R.O.C.)","(03)3284155","TW006525@CHEM.COM.TW","WWW.CHEM.COM.TW","賴靜鳳","公司治理主管","(03)3284170#2101","TW006466@CHEM.COM.TW","WWW.CHEM.COM.TW/A_CONTACT.ASPX","WWW.CHEM.COM.TW/TC/GOVERNANCE.ASPX"
"1514","亞力電機股份有限公司","亞力","電機機械","－","台北市南港區三重路19-11號12樓","	03213392","慧德實業有限公司代表人宋和業","鄭朝彬","鄧春生","副總經理","詹益源","(02)2655-3456","1968/09/25","1994/03/26",新台幣                 10.0000元,2731084730,273108473,0,0,合併,每年,股東會,"元大證券股份有限公司","(02)2586-5859","臺北市大安區敦化南路2段67號地下一樓","惠眾聯合會計師事務所","洪佑伶","卓敏枝","AEC","12F,NO.19-11,San-Chung RoadTaipei ,Taiwan ,R.O.C","26553388","sales@allis.com.tw","www.allis.com.tw","詹益源","會計主管","(02)26553456-2640","jamesjan@allis.com.tw","https://goo.gl/Dc81zK","https://www.allis.com.tw/zh-tw/download-c3443/%E5%85%AC%E5%8F%B8%E6%B2%BB%E7%90%86.html"
"1515","力山工業股份有限公司","力山","電機機械","－","台中市大里區仁化路261號","	55759180","王冠祥","羅政洲","郭卜僑","副總經理","許森源","04-24914141","1973/04/30","1995/02/04",新台幣                 10.0000元,1814735000,181473500,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","安侯建業聯合會計師事務所","陳政學","張字信","REXON","NO.261, Jen Hwa  RDTali, Taichung, Taiwan","04-24910371","invest@rexon.com.tw","http://www.rexon.net","郭卜僑","副總經理","04-24914141#6501","invest@rexon.com.tw","https://www.rexon.net/esg-survery.php","https://www.rexon.net/manage-info.php"
"1516","川飛能源股份有限公司","川飛","其他","－","台北市信義區光復南路495號6樓之5","	22071751","Fang Jason Kin Hoi","陳郁嵐","陳郁嵐","總經理","林勝驊","02-27200095","1986/02/20","1995/04/01",新台幣                 10.0000元,400081950,40008195,0,0,個別,每年,股東會,"國票綜合證券(股)公司代理部","02-25288988","臺北市松山區南京東路五段188號15樓","安永聯合會計師事務所","鄭清標","林政緯","FALCON","6F-5., No.495, Guangfu S. Rd., Xinyi District,Taipei City 110, Taiwan (R.O.C.)","02-27584414","falconpower123@yahoo.com.tw","www.falconpower.tw","陳郁嵐","總經理","02-27200095","falconpower123@yahoo.com.tw","www.falconpower.tw/stakeholders/","https://www.falconpower.tw/corporate/"
"1517","利奇機械工業股份有限公司","利奇","電機機械","－","彰化縣彰化市石牌里石牌路一段112號","	59008318","林育新","林宜賢","李育政","管理部經理","蔡芳珠","04-7382121","1973/05/16","1995/11/14",新台幣                 10.0000元,2200000070,220000007,0,0,合併,每年,股東會,"福邦證券股份有限公司","(02)2371-1658","(10041) 台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","劉力維","吳麗冬","Lee Chi","NO. 112 , SEC.  1 ,  SHIPAI   RD,CHANGHUA,TAIWAN,ROC.","04-7371283","gmoe@leechi.com.tw","https://www.leechi.com.tw/","李育政","管理部經理","04-7382121","gmoe@leechi.com.tw","https://www.leechi.com.tw/investor/category/40","https://www.leechi.com.tw/investor/category/21"
"1519","華城電機股份有限公司","華城","電機機械","－","桃園市中壢區吉林路10號","	33284077","許邦福","許逸德/許逸晟(執行長)","許逸德","總經理","邱旭蘭","02-27047001","1969/08/26","1997/04/16",新台幣                 10.0000元,3158808440,315880844,0,0,合併,每年,董事會,"台新綜合證券(股)公司股務代理部","02-25048125","台北市建國北路一段96號B1","勤業眾信聯合會計師事務所","李穗青","李東峰","FE","No.10, Jilin Rd.,Zhongli City, Taoyuan County, R.O.C.","02-27047005","Ted@fortune.com.tw","www.fortune.com.tw","許逸德","總經理","02-27047001-218","ted@fortune.com.tw","https://www.fortune.com.tw/tw/contact_stakeholder.aspx","https://www.fortune.com.tw/tw/Investor_governance_01.aspx"
"1521","大億交通工業製造股份有限公司","大億","汽車工業","－","台南市南區新信路11號","	69408876","吳俊億","莊智清","鄭清香","協理","蔡宗翰","06-2615151","1976/01/28","1997/10/06",新台幣                 10.0000元,762300000,76230000,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-66365566","100  台北市重慶南路一段83號5樓","資誠聯合會計師事務所","林秀珊","葉芳婷","TA YIH","NO.11,Xinxin Rd.,South Dist.,Tainan CityTAINAN,TAIWAN (R.O.C)","06-2644614","budget@tayih-ind.com.tw","www.tayih-ind.com.tw","鄭清香","協理","06-2615151","budget@tayih-ind.com.tw","https://www.tayih-ind.com.tw/investors/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA","https://www.tayih-ind.com.tw/investors/%E5%85%AC%E5%8F%B8%E6%B2%BB%E7%90%86"
"1522","堤維西交通工業股份有限公司","堤維西","汽車工業","－","台南市新樂路72之2號","	22269487","吳國禎","蘇彥碩","翁一峰","財務主管","黃琴月","06-2658781","1986/09/09","1997/10/06",新台幣                 10.0000元,3428978810,312897881,0,30000000,合併,每年,股東會,"群益金鼎證券股份有限公司","02-27023999","台北市敦化南路二段97號地下二樓","安永聯合會計師事務所","胡子仁","洪國森","TYC","72-2, Shin-leh RdTainan 70248, Taiwan, R.O.C","06-2647458","tycir@tyc.com.tw","www.tyc.com.tw","顏鳳姿","財會專員","06-2658781分機121","tycir@tyc.com.tw","https://www.tyc.com.tw/investors/view/61","https://www.tyc.com.tw/governance"
"1524","耿鼎企業股份有限公司","耿鼎","汽車工業","－","338桃園市蘆竹區內溪路48號","	22081250","李茂源","李茂源","李庭祥","總經理室經理","陳健榮","03-3244011","1986/03/13","1998/10/30",新台幣                 10.0000元,1653103970,165310397,0,0,個別,每年,董事會,"群益金鼎證券股份有限公司","02-27035000","台北市敦化南路二段97號地下二樓","正風聯合會計師事務所","賴家裕","彭莉真","GORDON","No.48, Nieh Hsi Road, Luchu Dist.,Taoyuan City, 338,Taiwan  (R.O.C)","886-3-3244255","as3@gordon.com.tw","www.gordon.com.tw","李庭祥","總經理室經理","03-324-4011","as3@gordon.com.tw","http://www.gordon.com.tw/respons.html","http://www.gordon.com.tw/report4.html"
"1525","江申工業股份有限公司","江申","汽車工業","－","桃園市楊梅區新江路100號","	35129100","熊東台","曾火冏誌","陳一宇","經理","陳瓊如","03-4783121","1963/05/30","1999/05/15",新台幣                 10.0000元,734001350,73400135,0,0,合併,每年,股東會,"江申工業股份有限公司股務課","02-2515-6421","新北市新店區中興路三段3號1樓","安永聯合會計師事務所","黃宇廷","黃建澤","KSC","NO.100,HSIN CHIANG ROAD,YANG MEI CHENTAOYUAN HSIEN,TAIWAN,R.O.C","03-4852205","ethan.chen@kian-shen.com","https://www.kian-shen.com/","陳一宇","經理","03-4783121","ethan.chen@kian-shen.com","https://www.kian-shen.com/tw/Web/page/63","https://www.kian-shen.com/tw/Web/page/84"
"1526","日馳企業股份有限公司","日馳","電機機械","－","桃園市蘆竹區海山中街51號","	11099726","徐義雄","徐義雄","徐予霖","副總經理","葉永禎","(03)3543900","1972/05/26","2000/03/27",新台幣                 10.0000元,600000000,60000000,0,0,合併,每半會計年度,董事會,"富邦綜合證券(股)公司股務代理部","(02)2361-1300","台北市100中正區許昌街17號11樓","霈昇聯合會計師事務所","林育雅","邱奕志","SUNRACE","NO.51, Haishan Central StreetLuzhu District, Taoyuan City, Taiwan","(03)354-4988","spokesman@sunrace.com","www.sunrace.com","徐予霖","副總經理","(03)3543900","meilian.zhu@sunrace.com","www.sunrace.tw","www.sunrace.tw"
"1527","鑽全實業股份有限公司","鑽全","電機機械","－","台中市工業區36路24號","	20982120","賴伯彥先生","賴伯峰先生","陳盈助先生","財務部 副理","顏慶迎先生","(04)23598877","1983/07/02","2000/06/21",新台幣                 10.0000元,1385706400,138570640,0,0,個別,每年,股東會,"群益金鼎證券股份有限公司","(02)27023999","台北市106大安區敦化南路二段97號B2","安侯建業聯合會計師事務所","張字信","郭士華","BASSO","No. 24, 36th Road, Taichung Industrial ParkTaichung City, Taiwan (R.O.C.)","(04)23598869","IR@basso.com.tw","www.basso.com.tw","陳盈助先生","財務部 副理","(04)23598877-1619","IR@basso.com.tw","www.basso.com.tw","https://www.basso.com.tw/zh-tw/a4-11235/%E5%85%AC%E5%8F%B8%E6%B2%BB%E7%90%86%E5%B0%88%E5%8D%80.html"
"1528","恩德科技股份有限公司","恩德","電機機械","－","臺北市士林區中山北路五段478號6樓","	11551634","廖文嘉","李明哲","李明哲","總經理","林其泉","(02)28376866","1972/07/21","2000/09/11",新台幣                 10.0000元,1913310000,191331000,0,0,合併,每年,股東會,"凱基證券股務代理部","(02)2389-2999","台北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","劉建良","吳鈞麟","ANDERSON","6 F., No. 478, Sec. 5, Zhongshan N. Rd., Shilin Dist.,Taipei City 111005, Taiwan (R.O.C.)","(02)28321866","thomas@anderson.com.tw","http://www.anderson.com.tw","黃逸嫺","董事長特別助理","(02)28376866","daphne@anderson.com.tw","www.anderson.com.tw","https://www.anderson.com.tw/responsibility.asp"
"1529","樂事綠能科技股份有限公司","樂事綠能","電機機械","－","台南市北區成功路114號7樓之1","	34211074","陳介仁","陳連聰","陳介仁","董事長","鄧春香","(02)2559-1021","1978/05/24","2000/09/11",新台幣                 10.0000元,1550950740,155095074,0,0,合併,每年,股東會,"統一綜合證券(股)公司股務代理部","(02)2747-8266","台北市松山區東興路8號B1樓","正風聯合會計師事務所","賴家裕","傅睿崗","LUXE","4F.-2, No. 188, Sec. 5, Nanjing E. Rd., Songshan Dist., 105411Taipei City,Taiwan(R.O.C)","(02)2559-1071","luxe@luxe.com.tw","http://www.luxe.com.tw","簡世昌","副總經理","02-25591021#184","tiger7086@luxe.com.tw","http://luxe.com.tw/","https://www.luxe.com.tw/tw/investors/1/1"
"1530","亞崴機電股份有限公司","亞崴","電機機械","－","新竹縣新埔鎮文山里關埔路水車頭段629號","	22224692","楊丞鈞","楊尚儒","范國軒","財務部副理","梁梅芳","03-5885191","1986/07/16","2000/09/11",新台幣                 10.0000元,945941710,94594171,0,0,合併,每年,股東會,"群益金鼎證券股份有限公司","02-27023999","台北市敦化南路二段97號地下二樓","建智聯合會計師事務所","陳貴端","鍾欣妤","AWEA","629,Suezhetou section,Kwanpu Rd.,Wenshan LiHsinpu Town,Hsinchu county,Taiwan 305","03-5889896","alex.fan@awea.com","www.awea.com","范國軒","財務部副理","04-24629698-62720","alex.fan@awea.com","www.awea.com/tw/investor/stakeholders.html","https://www.awea.com/tw/investor/announcement.html"
"1531","高林股份有限公司","高林股","電機機械","－","台北市松山區105敦化北路167號8樓","	29538509","林陳雅子","林培嘉","鍾文藝","董事長特別助理","吳秋霞","(02)27130232","1965/10/05","2000/09/11",新台幣                 10.0000元,1821080800,182108080,0,0,合併,每年,股東會,"華南永昌證券(股)公司股務代理部","(02)2718-6425","台北市民生東路四段54號4樓","安侯建業聯合會計師事務所","陳明輝","寇惠植","KAULIN","8th Floor, No. 167, Dunhua North Road, 105, Songshan District,TAIPEI, TAIWAN,  R.O.C.","(02)27130501","SIRUBATW@SIRUBA.COM","WWW.SIRUBA.COM","鍾文藝","董事長特別助理","(02)27130232","queen.chung@siruba.com","https://siruba.com/tw/investor-7/","https://siruba.com/tw/report/board-of-directors/"
"1532","勤美股份有限公司","勤美","電機機械","－","台北市106大安區仁愛路四段八十五號四樓","	03474311","林廷芳","林靖誼/麥聖偉","陳鴻毅","資深協理","何式剛","02-27112831","1972/09/09","2000/09/11",新台幣                 10.0000元,4226042710,422604271,0,0,合併,每年,董事會,"凱基證券股份有限公司","02-23892999","台北市重慶南路一段2號5樓","安侯建業聯合會計師事務所","鄒依芸","韓沂璉","CMP","4F, NO.85, JEN-AI RD., SEC. 4TAIPEI, TAIWAN, R.O.C.","02-27112837","ir@cmp.com.tw","www.cmp.com.tw","陳鴻毅","資深協理","02-27112831","ir@cmp.com.tw","http://www.cmp.com.tw/cht/investor/stakeholder","http://www.cmp.com.tw/cht/investor/governance"
"1533","車王電子股份有限公司","車王電","汽車工業","－","台中市大雅區中清路4段85號","	04827138","蔡裕慶","蔡裕慶","蔡珠蘭","財務副總","薛珮玲","04-25683366","1982/07/19","2001/04/06",新台幣                 10.0000元,985474860,98547486,0,0,合併,每年,股東會,"凱基證券股份有限公司","02-23892999","臺北市重慶南路一段2號5F","資誠聯合會計師事務所","劉美蘭","賴志維","MORE","85,Sec.4, Chung-Ching Rd.,Ta-Ya,Taichung Hsien, Taiwan 428","04-25673069","mobiletron@more.com.tw","http://www.more.com.tw","蔡珠蘭","財務副總","04-25683366","nancy@more.com.tw","http://www.more.com.tw/Csr/Page/c1606ebc-6ffc-4789-952f-c442c995cc48","https://www.more.com.tw/Investor/Directors"
"1535","中宇環保工程股份有限公司","中宇","電機機械","－","高雄市前鎮區成功二路88號8樓","	84252401","謝英斌","余政典","莊雅閔","副總經理","楊幼梅","07-3336138","1993/03/15","2001/09/17",新台幣                 10.0000元,1237425520,123742552,0,0,合併,每年,股東會,"統一綜合證券股份有限公司","02-2746-3797","台北市松山區東興路8號地下一樓","勤業眾信會計師事務所","郭麗園","王兆群","CEC","8F, No.88 Chenggong 2nd Road,Cianjhen Dist., Kaohsiung,806Taiwan, Republic of China","886 7 3363030","finance@ecotek.com.tw","www.ecotek.com.tw","洪靜雲","專業管理師","07-3336138-31606","finance@ecotek.com.tw","https://www.ecotek.com.tw/?prog=cec_apply","https://www.ecotek.com.tw/?prog=corporate_governance"
"1536","和大工業股份有限公司","和大","汽車工業","－","台中市大里區仁化路115號","	52264848","沈千慈","陳俊智","陳俊智","總經理","沈千慈","04-25692299","1973/01/16","2001/09/17",新台幣                 10.0000元,2789595130,278959513,0,0,合併,每半會計年度,董事會,"台新證券股務代理部","02-25048125","台北市中山區建國北路1段96號B1","國富浩華聯合會計師事務所","張福郎","邵朝彬","HOTA","NO.115, JEN-HUA  RD.TALI,TAICHUNG , TAIWAN","04-25692578","louis-lee@hota.com.tw","www.hota.com.tw","陳俊智","總經理","04-25692299分機1234","louis-lee@hota.com.tw","www.hota.com.tw","www.hota.com.tw/director.html"
"1537","廣隆光電科技股份有限公司","廣隆","電機機械","－","南投市自立三路6號","	23556563","李瑞勳","楊瑞祥","劉晃瑋","協理","洪相正","049-2254777","1990/01/25","2002/01/22",新台幣                 10.0000元,820627940,82062794,0,0,合併,每年,股東會,"凱基證券股份有限公司股務代理部","02-23892999","台北市100重慶南路一段2號5樓","資誠會計師事務所","賴志維","吳松源","KUNG LONG","NO.6.TZU-LI 3 RD.NANTOU CITY,TAIWAN,R.O.C.","049-2255139","vincent@mail.klb.com.tw","www.klb.com.tw","劉晃瑋","協理","049-2254777-171","spokeman@mail.klb.com.tw","https://www.klb.com.tw/investor/stakeholder/stakeholder/","https://www.klb.com.tw/investor/corporate-governance/organization/"
"1538","正峰工業股份有限公司","正峰","電機機械","－","320 桃園市中壢區中正路二段433巷33號","	44947686","陳永倫","陳永倫","葉璨增","財務長","陳育章","(03)490-4111","1976/04/24","2002/08/26",新台幣                 10.0000元,323000000,32300000,24033643,0,合併,每年,股東會,"元大證券(股)公司股務代理部","02-25865859","台北市大安區敦化南路2段67號B1","安侯建業聯合會計師事務所","連淑凌","陳盈如","　　JF","No.33, Ln. 433, Sec. 2, Zhongzheng Rd.,Zhongli Dist.,TAOYUAN CITY, TAIWAN, R.O.C.","(03)426-0030","jennfeng@ms2.hinet.net","www.jennfeng.com","葉璨增","財務長","(03)490-4111","tsantseng@jennfeng.com","http://www.jennfeng.com/index.asp?lang=1","https://www.jennfeng.com/zh-tw/faq-c1577/%E5%85%AC%E5%8F%B8%E6%B2%BB%E7%90%86.html"
"1539","巨庭機械股份有限公司","巨庭","電機機械","－","台中市太平區永豐路78號","	52646207","莊博彥","張永和","陳志濱","財務部協理","莊佳玲特助","(04)2270-0258","1981/08/17","2002/10/29",新台幣                 10.0000元,653700000,65370000,0,0,合併,每年,股東會,"群益金鼎證券(股)公司","(02)2702-3999","台北市大安區敦化南路二段97號地下二樓","國富浩華聯合會計師事務所","林明壽","楊貞瑜","GT　　","No.78, Yongfeng Rd., Taiping Dist.,Taichung City 411032, Taiwan (R.O.C.)","(04)2270-1096","chiuting@geetech.com.tw","www.geetech.com.tw","陳志濱","財務部協理","04-22700258","investor@geetech.com.tw","www.geetech.com.tw","https://www.geetech.com.tw/tw/investors/finance-detail/"
"1540","喬福機械工業股份有限公司","喬福","電機機械","－","台中市神岡區中山路1056號","	52903090","林聖明","詹正淦","陳文助","會計課長","谷成祥","(04)25624721","1984/08/08","2002/08/26",新台幣                 10.0000元,854736120,85473612,0,0,個別,每年,股東會,"統一綜合證券股份有限公司","(02)27463797","台北市東興路８號Ｂ１F","資誠聯合會計師事務所","劉美蘭","賴志維","　ROUNDTOP　","　　1056,Chungshan Rd.,ShenKang Dist,Taichung City,Taiwan R.O.C.　　Taichung City,Taiwan R.O.C.","(04)25614696","misc@johnford.com.tw","www.johnford.com.tw","陳文助","會計課長","(04)25624721","misc@johnford.com.tw","http://www.johnford.com.tw/tw/relationship","－"
"1541","錩泰工業股份有限公司","錩泰","電機機械","－","台中市后里區南村路41號","	23248433","張經金","張經金","賈雨翰","稽核主管","林美君","04-25580669","1989/04/21","2003/03/19",新台幣                 10.0000元,788000000,78800000,0,0,合併,每年,董事會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號地下一樓","安永聯合會計師事務所","羅文振","黃宇廷","Chang Type","No 41 Nan-tsuen RoadHo-Li , Taichung City , Taiwan","04-25574960","hazel@mail.toty.com.tw","www.toty.com.tw","劉姿妙","財務主管","04-25580669","hazel@mail.toty.com.tw","http://www.toty.com.tw/chinese/stakeholder/ip.html","https://www.changtype.com/1"
